Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%
01-01-2025,08:26:00,37,Idle,79.928,0.701,7.256,26.326,0.885,1.853,233.832,0.574,3.865
01-01-2025,08:27:00,23,Active,52.355,1.622,8.399,36.953,4.148,8.989,84.852,0.459,14.259
01-01-2025,08:28:00,10,Active,59.137,0.5,8.985,14.968,4.717,5.254,130.83,0.005,13.081
01-01-2025,08:29:00,5,Active,37.519,0.61,6.24,35.306,1.611,3.242,242.066,0.22,14.105
01-01-2025,08:30:00,36,Active,59.483,1.262,7.891,28.265,3.592,2.48,338.472,0.79,0.683
01-01-2025,08:31:00,34,Active,58.78,4.461,9.235,44.808,1.882,5.014,84.331,0.454,5.761
01-01-2025,08:32:00,31,Active,55.976,4.396,9.029,25.282,0.399,1.047,380.467,0.863,1.556
01-01-2025,08:33:00,10,Active,54.494,4.968,3.133,42.853,0.07,7.745,141.745,0.179,14.456
01-01-2025,08:34:00,19,Active,30.695,4.903,9.704,32.038,1.524,1.062,383.972,0.057,2.902
01-01-2025,08:35:00,32,Active,36.32,3.136,2.578,42.178,0.727,2.164,152.459,0.391,5.398
01-01-2025,08:36:00,1,Active,43.175,1.983,2.65,7.958,3.23,1.807,498.251,0.411,7.732
01-01-2025,08:37:00,5,Maintenance,53.278,3.851,2.429,5.639,3.528,3.925,455.915,0.333,1.716
01-01-2025,08:38:00,45,Idle,68.524,3.548,8.653,31.067,4.878,8.844,426.197,0.465,7.78
01-01-2025,08:39:00,4,Idle,36.369,4.728,4.366,3.219,3.288,4.295,455.698,0.545,3.365
01-01-2025,08:40:00,16,Active,77.178,1.632,9.034,4.333,4.57,4.173,282.839,0.729,11.326
01-01-2025,08:41:00,24,Active,57.283,4.786,7.879,19.837,1.546,4.168,489.346,0.78,0.411
01-01-2025,08:42:00,16,Active,36.595,2.635,4.107,10.444,4.642,4.062,415.183,0.603,5.064
01-01-2025,08:43:00,2,Active,73.717,0.246,6.09,12.71,0.851,6.628,99.394,0.993,0.95
01-01-2025,08:44:00,49,Active,30.09,3.111,2.617,13.477,2.311,0.362,294.856,0.334,2.953
01-01-2025,08:45:00,28,Maintenance,80.812,2.2,4.655,2.77,1.02,5.363,204.42,0.669,12.514
01-01-2025,08:46:00,32,Active,83.265,2.957,9.448,42.509,4.564,5.013,309.921,0.835,5.56
01-01-2025,08:47:00,27,Maintenance,69.058,4.094,5.408,12.122,3.42,7.727,366.082,0.851,11.446
01-01-2025,08:48:00,20,Active,80.68,1.513,4.033,15.854,1.05,7.812,233.345,0.589,14.346
01-01-2025,08:49:00,24,Idle,52.074,4.809,4.199,42.302,2.427,4.941,443.802,0.895,5.807
01-01-2025,08:50:00,12,Active,84.448,1.341,4.065,22.949,4.622,5.082,367.878,0.747,9.879
01-01-2025,08:51:00,50,Active,38.164,3.414,6.662,31.544,1.063,3.862,136.645,0.099,0.461
01-01-2025,08:52:00,35,Active,55.648,1.437,3.715,23.121,0.322,3.54,411.272,0.21,3.574
01-01-2025,08:53:00,33,Idle,52.628,0.53,6.109,29.456,3.864,0.854,344.038,0.516,9.479
01-01-2025,08:54:00,33,Idle,81.376,0.299,2.947,30.289,3.328,1.503,57.065,0.345,7.274
01-01-2025,08:55:00,43,Active,32.669,0.721,3.697,10.272,3.165,6.819,152.279,0.588,0.038
01-01-2025,08:56:00,37,Active,58.507,3.637,7.597,36.629,3.317,3.434,273.645,0.504,4.717
01-01-2025,08:57:00,12,Maintenance,63.631,4.237,9.932,1.955,2.562,4.51,117.29,0.255,3.786
01-01-2025,08:58:00,3,Active,67.385,2.55,2.428,12.914,0.579,0.799,328.706,0.106,0.804
01-01-2025,08:59:00,1,Active,48.109,4.212,9.384,46.473,2.691,5.711,52.76,0.918,10.32
01-01-2025,09:00:00,33,Maintenance,87.274,0.983,5.388,28.095,3.243,1.808,325.556,0.026,11.738
01-01-2025,09:01:00,40,Idle,85.086,1.466,9.349,2.375,2.522,6.533,89.546,0.151,2.506
01-01-2025,09:02:00,10,Idle,58.106,1.903,2.414,26.126,1.823,0.79,468.786,0.606,11.166
01-01-2025,09:03:00,43,Active,82.271,4.254,3.518,40.133,4.441,2.705,378.965,0.877,0.669
01-01-2025,09:04:00,44,Active,53.383,4.479,2.534,40.81,1.523,2.58,77.055,0.626,5.93
01-01-2025,09:05:00,29,Active,35.838,1.547,4.222,2.184,4.94,3.518,121.25,0.694,12.763
01-01-2025,09:06:00,13,Active,40.232,4.997,7.34,27.362,2.641,4.581,470.346,0.629,9.733
01-01-2025,09:07:00,12,Idle,76.502,0.755,7.207,45.211,0.94,0.845,158.764,0.567,5.621
01-01-2025,09:08:00,31,Active,45.858,4.206,5.271,47.637,1.828,0.326,367.711,0.768,13.68
01-01-2025,09:09:00,46,Active,81.582,2.273,9.133,31.592,4.354,9.598,207.616,0.886,12.557
01-01-2025,09:10:00,2,Idle,83.993,4.923,4.651,1.835,1.871,8.414,78.318,0.57,8.878
01-01-2025,09:11:00,50,Active,43.008,4.837,3.542,27.93,3.987,0.627,123.239,0.007,1.38
01-01-2025,09:12:00,35,Maintenance,30.482,1.945,4.742,29.889,1.774,3.153,297.05,0.743,0.954
01-01-2025,09:13:00,23,Idle,54.266,2.241,4.003,3.948,1.948,6.043,402.756,0.99,9.501
01-01-2025,09:14:00,17,Active,30.477,3.553,2.343,1.777,0.408,0.061,452.314,0.856,12.69
01-01-2025,09:15:00,26,Active,44.972,3.962,6.608,34.78,3.659,5.849,155.902,0.104,13.115
01-01-2025,09:16:00,8,Active,60.065,3.286,8.201,9.897,3.738,6.714,213.997,0.582,14.504
01-01-2025,09:17:00,29,Maintenance,57.282,0.921,4.85,43.802,1.474,2.137,487.026,0.264,12.052
01-01-2025,09:18:00,26,Maintenance,68.151,3.353,9.225,4.626,2.922,7.754,303.502,0.019,10.865
01-01-2025,09:19:00,10,Idle,31.717,1.912,7.374,24.359,3.929,6.005,199.608,0.675,5.223
01-01-2025,09:20:00,26,Active,58.391,0.983,4.334,47.608,0.971,6.319,92.742,0.796,13.92
01-01-2025,09:21:00,34,Active,55.005,0.805,8.321,14.091,2.43,7.226,326.403,0.395,10.44
01-01-2025,09:22:00,41,Idle,44.508,1.4,4.942,48.997,2.939,9.287,326.952,0.961,6.221
01-01-2025,09:23:00,7,Idle,71.242,0.699,9.112,28.983,2.597,7.129,120.833,0.374,13.89
01-01-2025,09:24:00,4,Active,49.568,1.198,3.39,20.536,0.208,3.589,418.559,0.29,11.468
01-01-2025,09:25:00,50,Active,59.738,1.351,6.046,38.322,3.887,1.367,367.485,0.079,8.486
01-01-2025,09:26:00,45,Active,41.588,2.13,5.787,1.189,3.83,0.084,434.308,0.564,9.072
01-01-2025,09:27:00,11,Active,40.753,1.482,3.859,29.326,4.506,4.446,360.636,0.884,6.924
01-01-2025,09:28:00,29,Active,64.187,3.42,4.526,18.227,3.24,0.536,304.838,0.211,3.079
01-01-2025,09:29:00,36,Active,35.395,4.721,6.211,2.299,2.992,0.293,257.998,0.501,13.916
01-01-2025,09:30:00,25,Active,85.56,4.882,4.723,45.421,0.211,5.244,201.094,0.353,10.538
01-01-2025,09:31:00,21,Active,88.43,0.993,8.989,22.86,3.973,4.421,475.328,0.583,4.221
01-01-2025,09:32:00,36,Active,38.163,2.006,7.916,42.326,0.306,2.972,385.22,0.043,11.94
01-01-2025,09:33:00,10,Active,40.454,0.386,1.667,13.412,4.385,7.954,499.607,0.081,1.064
01-01-2025,09:34:00,37,Active,60.908,4.46,6.697,17.435,2.034,1.14,54.067,0.452,1.926
01-01-2025,09:35:00,9,Active,46.357,3.496,9.545,27.904,4.99,1.604,361.458,0.947,13.957
01-01-2025,09:36:00,24,Active,45.642,0.302,2.188,32.117,1.157,7.84,364.412,0.729,6.226
01-01-2025,09:37:00,35,Active,70.828,1.341,3.061,26.72,2.156,6.057,60.764,0.287,11.337
01-01-2025,09:38:00,49,Active,76.466,0.305,9.629,48.494,1.196,9.738,121.297,0.654,2.511
01-01-2025,09:39:00,35,Active,59.423,4.999,3.96,48.064,0.292,8.916,261.221,0.015,0.36
01-01-2025,09:40:00,48,Active,45.443,4.728,2.9,30.526,4.488,3.633,169.838,0.268,8.356
01-01-2025,09:41:00,36,Active,84.013,3.222,6.255,46.524,3.466,1.743,171.886,0.498,2.614
01-01-2025,09:42:00,18,Maintenance,72.143,4.671,3.521,29.846,1.438,0.82,216.644,0.571,11.742
01-01-2025,09:43:00,49,Active,70.002,3.01,6.881,36.369,4.775,5.368,206.205,0.056,3.558
01-01-2025,09:44:00,39,Maintenance,67.811,1.163,8.488,12.834,2.091,8.503,204.92,0.35,4.03
01-01-2025,09:45:00,32,Active,83.338,4.511,3.147,14.996,1.754,6.019,348.154,0.605,3.242
01-01-2025,09:46:00,24,Active,40.786,0.578,7.045,21.88,2.052,6.536,435.328,0.646,11.012
01-01-2025,09:47:00,23,Active,66.156,0.477,7.955,45.872,3.686,4.662,209.983,0.613,14.14
01-01-2025,09:48:00,32,Active,60.404,0.603,2.019,4.523,1.096,3.156,310.852,0.958,14.766
01-01-2025,09:49:00,37,Active,59.881,3.997,3.827,25.119,2.173,1.627,116.377,0.018,3.528
01-01-2025,09:50:00,12,Active,37.42,4.069,3.128,34.777,4.9,4.774,305.601,0.659,1.736
01-01-2025,09:51:00,49,Active,40.576,4.672,4.276,27.428,2.014,6.748,119.011,0.239,14.181
01-01-2025,09:52:00,13,Maintenance,62.618,4.498,5.513,14.449,2.307,3.643,184.503,0.201,7.948
01-01-2025,09:53:00,23,Active,45.805,0.417,5.944,4.297,3.927,6.95,429.217,0.437,5.895
01-01-2025,09:54:00,25,Maintenance,86.767,3.108,7.892,46.115,1.203,5.708,423.632,0.927,0.628
01-01-2025,09:55:00,35,Idle,41.789,3.227,7.518,12.102,4.446,5.883,155.601,0.073,2.77
01-01-2025,09:56:00,41,Idle,63.14,3.237,9.534,26.388,3.587,6.501,427.395,0.021,8.047
01-01-2025,09:57:00,30,Active,55.231,4.428,5.793,20.757,0.414,9.14,192.098,0.623,5.366
01-01-2025,09:58:00,17,Active,63.673,1.393,8.387,26.277,2.096,4.065,350.682,0.868,3.349
01-01-2025,09:59:00,49,Active,58.887,0.982,7.765,27.967,1.513,9.445,344.4,0.674,11.745
01-01-2025,10:00:00,20,Active,45.334,0.976,5.418,7.43,0.944,8.511,257.573,0.903,2.463
01-01-2025,10:01:00,48,Active,86.932,1.482,6.27,49.481,4.783,9.418,167.9,0.065,7.786
01-01-2025,10:02:00,25,Active,37.47,4.682,3.596,44.026,2.58,4.817,169.635,0.027,2.106
01-01-2025,10:03:00,22,Active,36.223,2.666,8.907,19.63,4.027,0.38,490.427,0.903,13.21
01-01-2025,10:04:00,13,Idle,86.993,1.419,2.729,25.766,1.838,2.965,138.646,0.205,6.244
01-01-2025,10:05:00,19,Active,55.569,4.893,7.767,12.088,4.983,3.991,290.592,0.229,14.747
01-01-2025,10:06:00,49,Active,56.588,3.62,1.8,44.673,1.033,0.064,59.862,0.169,6.436
01-01-2025,10:07:00,36,Active,44,3.348,2.419,4.863,2.354,2.427,399.952,0.896,8.792
01-01-2025,10:08:00,12,Maintenance,61.301,2.477,6.435,48.613,3.384,6.551,258.472,0.613,3.71
01-01-2025,10:09:00,41,Active,43.656,2.552,9.08,34.911,0.304,1.102,124.326,0.731,9.393
01-01-2025,10:10:00,19,Active,86.975,4.644,1.655,5.266,2.382,6.983,287.979,0.769,10.364
01-01-2025,10:11:00,12,Active,35.993,3.924,2.505,39.884,0.059,2.035,418.752,0.163,2.878
01-01-2025,10:12:00,9,Idle,51.416,2.603,3.887,32.43,0.883,8.941,247.118,0.293,6.765
01-01-2025,10:13:00,7,Active,60.626,4.585,3.955,22.476,1.387,3.824,59.736,0.124,1.147
01-01-2025,10:14:00,28,Maintenance,82.034,2.405,9.049,28.634,4.684,5.278,100.185,0.951,3.293
01-01-2025,10:15:00,14,Active,32.112,3.551,5.518,32.727,0.51,4.31,84.104,0.446,7.192
01-01-2025,10:16:00,31,Idle,63.481,1.206,5.714,23.358,3.048,3.941,460.591,0.852,4.375
01-01-2025,10:17:00,19,Idle,37.831,4.832,2.066,37.73,3.081,0.045,348.484,0.75,4.782
01-01-2025,10:18:00,47,Maintenance,35.655,1.341,1.788,45.593,0.767,6.41,162.451,0.774,9.824
01-01-2025,10:19:00,16,Idle,86.523,4.968,2.342,38.703,0.333,8.974,95.487,0.65,0.118
01-01-2025,10:20:00,5,Active,31.742,3.361,6.839,11.898,4.032,9.724,239.665,0.028,4.847
01-01-2025,10:21:00,35,Idle,45.859,0.173,6.645,46.107,1.409,3.223,159.878,0.944,4.577
01-01-2025,10:22:00,12,Active,86.335,2.72,7.14,32.545,0.024,6.075,454.164,0.982,14.774
01-01-2025,10:23:00,25,Idle,52.494,1.781,5.598,15.756,3.784,0.069,486.06,0.071,7.002
01-01-2025,10:24:00,21,Active,52.074,1.92,5.794,40.844,2.596,8.951,349.024,0.303,8.211
01-01-2025,10:25:00,36,Idle,48.559,1.763,4.13,21.152,3.312,4.079,318.861,0.053,9.07
01-01-2025,10:26:00,23,Idle,45.07,1.296,9.178,49.023,1.583,7.798,68.099,0.742,14.104
01-01-2025,10:27:00,16,Active,41.341,2.105,9.035,27.023,2.467,8.222,468.674,0.594,10.605
01-01-2025,10:28:00,39,Idle,44.394,2.667,7.274,9.121,0.344,6.136,115.043,0.447,9.796
01-01-2025,10:29:00,45,Idle,31.925,1.143,8.076,48.93,0.912,7.192,326.199,0.112,14.404
01-01-2025,10:30:00,42,Idle,51.239,4.439,3.309,35.313,4.344,3.554,221.336,0.261,12.55
01-01-2025,10:31:00,39,Idle,32.954,3.223,8.02,28.838,1.789,8.987,434.437,0.023,2.312
01-01-2025,10:32:00,14,Maintenance,67.072,3.723,5.912,29.734,2.451,7.445,418.929,0.488,11.963
01-01-2025,10:33:00,31,Active,77.754,4.749,9.235,31.101,4.648,0.122,222.262,0.311,6.912
01-01-2025,10:34:00,5,Active,39.353,1.597,5.973,32.995,3.51,3.973,128.521,0.538,0.896
01-01-2025,10:35:00,35,Active,78.205,2.642,9.015,38.83,0.285,5.732,341.268,0.369,1.667
01-01-2025,10:36:00,23,Idle,33.189,3.833,5.304,36.978,2.415,8.886,145.176,0.581,6.538
01-01-2025,10:37:00,29,Active,55.553,1.596,4.764,3.786,3.056,2.021,235.831,0.579,10.61
01-01-2025,10:38:00,43,Idle,80.643,0.538,4.07,46.754,1.12,0.854,345.329,0.681,8.802
01-01-2025,10:39:00,11,Active,72.257,0.304,4.045,8.955,1.586,3.087,162.61,0.501,2.444
01-01-2025,10:40:00,18,Idle,53.835,2.297,4.267,9.825,0.789,7.917,311.713,0.575,12.851
01-01-2025,10:41:00,47,Active,72.716,1.886,2.332,23.831,0.999,6.528,322.052,0.955,14.743
01-01-2025,10:42:00,12,Active,35.301,2.887,2.551,32.66,0.135,2.877,236.991,0.554,7.105
01-01-2025,10:43:00,9,Maintenance,41.401,3.366,9.031,43.991,3.048,7.902,138.841,0.889,1.661
01-01-2025,10:44:00,10,Active,75.545,4.033,7.012,8.453,1.211,6.949,410.635,0.02,13.122
01-01-2025,10:45:00,44,Active,58.899,0.688,4.37,9.017,4.553,9.997,378.694,0.184,8.143
01-01-2025,10:46:00,17,Idle,49.615,2.419,3.576,31.517,4.75,6.6,394.002,0.481,11.777
01-01-2025,10:47:00,38,Active,35.176,2.954,4.036,9.604,3.708,3.429,429.632,0.222,11.66
01-01-2025,10:48:00,7,Maintenance,53.355,1.783,7.794,35.957,0.856,4.767,369.343,0.158,3.899
01-01-2025,10:49:00,46,Active,48.484,3.133,3.331,35.533,1.798,0.075,93.516,0.013,2.167
01-01-2025,10:50:00,13,Active,38.002,4.665,1.553,42.452,2.658,1.481,232.231,0.102,5.417
01-01-2025,10:51:00,40,Active,60.942,3.255,8.632,19.604,0.701,5.291,54.933,0.014,3
01-01-2025,10:52:00,42,Active,38.988,3.996,7.624,9.279,3.458,0.912,89.91,0.439,13.698
01-01-2025,10:53:00,9,Active,83.368,2.312,9.026,25.777,3.222,4.785,431.326,0.775,9.217
01-01-2025,10:54:00,50,Active,89.693,2.672,5.224,18.798,0.858,7.07,349.443,0.476,10.513
01-01-2025,10:55:00,27,Active,39.294,4.42,6.936,37.933,1.797,2.938,417.87,0.427,9.251
01-01-2025,10:56:00,2,Idle,37.947,4.08,9.883,28.416,3.962,8.377,418.236,0.544,5.413
01-01-2025,10:57:00,5,Active,58.975,1.072,9.952,1.078,2.112,1.446,289.707,0.005,2.382
01-01-2025,10:58:00,29,Idle,88.723,4.785,9.954,44.573,1.235,5.673,80.056,0.955,14.188
01-01-2025,10:59:00,37,Maintenance,56.786,1.829,4.44,4.015,1.681,5.176,212.797,0.923,3.355
01-01-2025,11:00:00,38,Active,54.374,1.858,8.186,37.835,3.778,8.12,273.157,0.603,2.946
01-01-2025,11:01:00,19,Active,87.318,3.016,7.568,40.86,4.343,4.807,214.369,0.754,7.034
01-01-2025,11:02:00,8,Idle,57.221,0.247,1.75,14.752,0.805,6.494,95.015,0.31,5.015
01-01-2025,11:03:00,48,Active,77.888,4.31,5.104,12.478,2.898,0.778,58.537,0.663,12.98
01-01-2025,11:04:00,45,Active,56.179,4.851,9.342,45.608,2.742,0.028,302.844,0.003,11.929
01-01-2025,11:05:00,1,Active,72.045,3.865,4.345,29.666,5,1.436,439.228,0.837,13.038
01-01-2025,11:06:00,22,Maintenance,85.186,1.842,6.97,28.215,4.852,5.387,456.444,0.108,2.511
01-01-2025,11:07:00,17,Idle,68.942,2.013,2.032,47.512,0.456,6.783,117.727,0.526,3.192
01-01-2025,11:08:00,7,Active,88.223,3.325,5.054,17.901,0.648,3.978,168.59,0.719,1.555
01-01-2025,11:09:00,25,Active,74.012,0.302,7.466,38.204,2.969,3.672,201.557,0.44,12.552
01-01-2025,11:10:00,45,Idle,33.79,0.66,6.191,17.272,2.561,0.204,237.882,0.272,10.289
01-01-2025,11:11:00,4,Active,32.365,3.527,8.741,32.671,1.149,3.587,228.995,0.974,9.181
01-01-2025,11:12:00,36,Active,38.636,2.743,8.534,16.333,2.326,5.617,224.543,0.671,6.196
01-01-2025,11:13:00,6,Idle,38.605,0.392,6.899,6.833,3.399,6.82,482.061,0.152,8.519
01-01-2025,11:14:00,31,Active,31.672,2.155,3.23,49.968,0.912,2.309,223.065,0.146,12.44
01-01-2025,11:15:00,19,Idle,52.468,1.724,4.511,25.098,3.544,4.658,282.457,0.874,4.593
01-01-2025,11:16:00,44,Active,89.561,4.032,9.267,48.936,3.018,1.354,215.462,0.728,6.488
01-01-2025,11:17:00,39,Active,65.026,0.667,3.887,24.105,1.096,6.756,380.797,0.252,3.904
01-01-2025,11:18:00,27,Idle,74.366,0.424,4.38,31.607,4.33,8.146,422.391,0.775,1.886
01-01-2025,11:19:00,10,Active,57.161,0.34,3.437,18.243,2.212,7.809,102.492,0.267,6.646
01-01-2025,11:20:00,26,Active,40.577,1.816,2.839,42.133,4.964,2.037,490.149,0.367,8.224
01-01-2025,11:21:00,19,Active,51.072,4.629,6.636,13.639,0.331,9.298,274.306,0.675,12.531
01-01-2025,11:22:00,39,Active,43.39,1.073,6.051,36.637,0.56,0.278,383.933,0.119,2.847
01-01-2025,11:23:00,3,Active,63.114,1.742,2.975,2.495,0.638,9.354,221.476,0.118,14.296
01-01-2025,11:24:00,45,Active,58.033,2.59,6.843,20.132,1.011,6.591,54.846,0.292,8.426
01-01-2025,11:25:00,13,Active,81.192,1.318,5.641,26.353,0.485,6.549,348.013,0.95,4.359
01-01-2025,11:26:00,50,Idle,42.695,4.464,8.674,33.026,2.418,6.949,396.933,0.802,5.067
01-01-2025,11:27:00,28,Idle,64.381,0.95,5.774,17.68,2.824,6.282,362.667,0.684,0.023
01-01-2025,11:28:00,20,Idle,31.249,2.649,8.098,38.108,3.316,5.513,481.232,0.718,10.331
01-01-2025,11:29:00,28,Idle,77.928,2.309,8.312,4.444,4.587,8.879,291.422,0.915,8.369
01-01-2025,11:30:00,8,Idle,63.595,0.147,5.999,23.573,2.626,8.901,265.715,0.952,0.689
01-01-2025,11:31:00,41,Idle,33.84,2.543,9.785,22.372,0.614,6.372,370.808,0.889,0.918
01-01-2025,11:32:00,39,Idle,78.944,4.973,4.151,10.565,2.378,0.016,60.121,0.719,13.297
01-01-2025,11:33:00,1,Active,33.734,4.835,4.959,9.747,0.031,8.151,365.893,0.502,0.815
01-01-2025,11:34:00,3,Idle,55.848,4.068,1.574,26.699,0.983,3.144,120.297,0.522,10.092
01-01-2025,11:35:00,13,Idle,81.946,0.573,9.702,22.453,2.502,4.052,117.922,0.342,10.889
01-01-2025,11:36:00,28,Active,33.508,4.704,8.255,26.078,2.922,2.62,284.34,0.951,1.401
01-01-2025,11:37:00,49,Active,45.22,4.707,2.841,17.914,1.312,0.87,338.971,0.233,4.245
01-01-2025,11:38:00,25,Active,48.487,2.37,4.226,22.898,3.809,1.681,62.349,0.477,8.076
01-01-2025,11:39:00,33,Active,63.107,2.829,4.085,11.582,3.47,4.509,235.981,0.469,1.846
01-01-2025,11:40:00,38,Active,59.443,0.113,3.544,47.092,0.552,3.891,187.518,0.039,2.085
01-01-2025,11:41:00,6,Active,80.692,3.147,6.087,19.051,3.971,4.274,246.451,0.044,0.951
01-01-2025,11:42:00,44,Maintenance,83.795,2.866,8.659,38.472,4.884,1.507,202.932,0.437,1.131
01-01-2025,11:43:00,45,Active,50.931,0.458,7.802,28.271,3.63,2.738,246.967,0.512,5.108
01-01-2025,11:44:00,32,Idle,84,3.155,5.949,22.517,4.929,8.635,50.718,0.619,0.516
01-01-2025,11:45:00,45,Active,53.56,4.049,4.246,7.582,0.245,7.278,163.947,0.618,11.8
01-01-2025,11:46:00,47,Active,76.791,3.916,7.009,39.668,0.327,2.333,154.756,0.197,4.53
01-01-2025,11:47:00,21,Active,65.055,1.548,3.621,27.546,2.715,8.837,306.471,0.032,7.771
01-01-2025,11:48:00,16,Active,78.828,0.387,9.295,23.605,2.465,6.183,482.551,0.912,3.3
01-01-2025,11:49:00,21,Active,66.507,0.546,2.86,6.427,1.841,9.443,393.149,0.189,14.719
01-01-2025,11:50:00,11,Idle,77.801,0.459,2.656,35.759,2.238,9.273,250.468,0.819,6.95
01-01-2025,11:51:00,37,Active,64.841,4.771,8.154,11.061,3.973,0.53,207.916,0.763,7.205
01-01-2025,11:52:00,36,Active,37.035,2.59,3.518,1.538,4.964,8.194,287.465,0.366,11.63
01-01-2025,11:53:00,35,Active,77.331,1.037,6.439,13.706,1.587,9.223,205.286,0.882,13.386
01-01-2025,11:54:00,19,Idle,71.578,3.123,4.38,32.906,3.755,2.82,322.074,0.828,1.447
01-01-2025,11:55:00,20,Active,76.606,0.779,3.985,47.307,0.638,8.456,422.637,0.609,5.549
01-01-2025,11:56:00,18,Maintenance,35.79,0.319,8.766,36.832,1.61,6.992,76.916,0.433,0.401
01-01-2025,11:57:00,47,Active,71.384,1.938,5.903,39.119,1.417,7.348,102.53,0.59,2.295
01-01-2025,11:58:00,41,Active,76.506,4.355,4.112,40.84,2.144,0.45,353.088,0.256,9.328
01-01-2025,11:59:00,49,Active,52.185,2.533,2.72,29.162,1.887,3.305,134.652,0.442,6.778
01-01-2025,12:00:00,14,Active,87.148,2.32,7.019,48.579,3.119,0.821,177.99,0.823,14.342
01-01-2025,12:01:00,15,Active,70.651,1.174,8.771,25.8,0.533,7.132,387.358,0.702,0.418
01-01-2025,12:02:00,31,Active,33.556,4.462,5.931,39.944,1.266,3.77,225.593,0.222,10.67
01-01-2025,12:03:00,1,Idle,70.078,1.865,8.064,39.045,0.871,9.792,454.447,0.658,9.115
01-01-2025,12:04:00,3,Active,30.865,4.889,5.676,4.229,0.713,4.433,310.004,0.273,6.381
01-01-2025,12:05:00,16,Active,39.948,1.271,8.533,1.353,2.615,3.003,384.277,0.155,8.29
01-01-2025,12:06:00,23,Active,53.209,4.896,1.556,6.85,3.585,8.261,299.392,0.936,6.442
01-01-2025,12:07:00,11,Idle,49.799,1.823,3.521,25.654,2.084,8.696,478.563,0.185,7.864
01-01-2025,12:08:00,12,Active,73.268,4.999,2.76,32.023,3.382,7.287,413.303,0.088,2.632
01-01-2025,12:09:00,10,Active,48.031,3.107,9.903,11.47,3.25,2.88,291.346,0.554,5.688
01-01-2025,12:10:00,32,Active,76.725,2.374,6.009,17.674,2.097,7.146,150.574,0.015,8.676
01-01-2025,12:11:00,16,Active,46.484,1.626,8.017,45.305,3.7,6.686,119.295,0.821,0.682
01-01-2025,12:12:00,8,Active,63.083,0.887,2.217,35.743,3.422,9.816,272.385,0.332,4.33
01-01-2025,12:13:00,38,Active,68.028,2.381,5.715,4.739,4.824,9.007,269.894,0.821,14.809
01-01-2025,12:14:00,12,Active,86.278,0.153,9.959,4.882,3.745,7.435,65.369,0.62,12.879
01-01-2025,12:15:00,24,Idle,31.713,1.645,1.753,13.666,4.43,9.834,167.756,0.897,7.288
01-01-2025,12:16:00,28,Active,48.59,4.348,7.188,42.774,2.969,2.703,420.054,0.572,14.132
01-01-2025,12:17:00,8,Active,42.18,1.994,6.583,15.377,0.667,3.119,273.294,0.134,10.257
01-01-2025,12:18:00,28,Active,71.518,1.587,5.59,18.028,3.319,4.032,357.66,0.292,11.893
01-01-2025,12:19:00,36,Maintenance,58.188,4.783,6.61,14.966,0.778,3.527,376.515,0.833,9.947
01-01-2025,12:20:00,26,Active,62.224,2.135,5.267,21.467,1.54,3.564,194.674,0.085,3.464
01-01-2025,12:21:00,8,Maintenance,34.796,4.14,5.975,24.398,4.384,8.704,71.904,0.949,5.358
01-01-2025,12:22:00,50,Active,63.763,4.226,3.307,44.679,3.493,5.82,412.905,0.126,12.277
01-01-2025,12:23:00,28,Active,48.061,3.268,1.779,30.293,4.951,0.477,165.755,0.441,12.696
01-01-2025,12:24:00,28,Active,76.44,3.57,5.136,39.981,4.329,8.287,215.182,0.69,11.108
01-01-2025,12:25:00,37,Maintenance,51.78,0.507,3.707,44.885,0.873,6.734,178.511,0.802,1.019
01-01-2025,12:26:00,41,Active,32.216,0.563,5.698,17.197,4.819,2.708,428.151,0.887,9.863
01-01-2025,12:27:00,36,Idle,33.874,0.64,7.911,13.202,4.311,3.541,145.955,0.881,12.888
01-01-2025,12:28:00,27,Active,48.384,3.047,5.631,15.339,4.782,2.945,358.029,0.094,3.696
01-01-2025,12:29:00,17,Idle,49.624,1.113,7.719,40.305,0.884,2.872,150.161,0.23,1.982
01-01-2025,12:30:00,9,Active,71.019,4.394,8.593,47.763,0.953,8.225,295.182,0.858,3.792
01-01-2025,12:31:00,33,Idle,47.589,2.595,1.573,6.632,0.584,7.001,228.292,0.049,9.357
01-01-2025,12:32:00,20,Active,76.074,2.592,3.845,46.233,1.654,8.046,110.34,0.961,13.848
01-01-2025,12:33:00,13,Active,63.235,3.531,3.306,8.385,1.78,8.368,153.86,0.446,1.266
01-01-2025,12:34:00,28,Active,48.275,3.617,4.749,38.055,0.469,5.23,76.22,0.129,1.118
01-01-2025,12:35:00,48,Active,45.369,4.357,5.699,26.882,2.915,9.566,366.474,0.601,0.127
01-01-2025,12:36:00,29,Active,49.413,2.063,8.399,26.548,2.423,3.47,243.325,0.401,12.092
01-01-2025,12:37:00,13,Active,48.63,1.222,8.443,33.948,0.078,4.166,486.272,0.115,12.267
01-01-2025,12:38:00,46,Active,65.404,4.051,9.26,21.692,2.287,5.295,446.808,0.386,3.499
01-01-2025,12:39:00,35,Idle,77.044,2.888,6.892,26.336,3.972,2.979,287.245,0.455,13.502
